id,joke,label
192,"Пиздюльгенция - состояние, при котором тебя несправедливо обвинили в том, чего ты не совершал, и теперь ты ощущаешь полное моральное право это сделать.",4
193,"Москвичи: Нет, он на юге, я на севере, мы друг от друга очень далеко.Сибиряки: Ты из Сибири?!? И я из Сибири! Ну какие тысяча километров? Всё равно соседи! Родные, сибирские!",4
194,Хватит. Надоело. Достаточно. Больше не буду перед сном читать словарь синонимов.,2
195,"Идёт мужик по деревне, вдруг видит - его кум развалил свой сортир, стоит в этой яме по пояс в фекалиях и шарит руками,  видно, что-то ищет.- Здравствуй кум! Что это ты по пояс в дерьме делаешь?- Да вот, кум, пошёл я в сортир, только присел, а у меня вставная челюсть и выпала. Прямо в дырку! А вещь дорогая, жалко. Вот ищу теперь...- А почему у тебя, кум, лицо всё дерьмом вымазано?- Да ты знаешь - я уже три челюсти вставные нашёл. Меряю - все не мои!",3
196,"А откуда столько скепсиса? Если верить рапортам чиновников, во многих отраслях импортозамещение уже состоялось. Причем несколько раз...",1
197,"После 20 лет брака общение супругов происходит примерно так:- Завтра у нас четверг?- Четверг.- Что?- Четверг, говорю!- Что ты на меня все время орешь?",4
198,"В Белом доме на фоне спекуляций о ""смерти"" Байдена заявили, что президент США в виртуальном формате проводил в понедельник встречи с чиновниками по нацбезопасности.Также в Белом доме отметили, что связь с того света работает с перебоями.",1
199,"Столько лет прожил, но так и не оказался в ситуации, когда все пошли прыгать с крыши и меня зовут.",4
200,"Готовятся изменения в Правила дорожного движения. Самокатчиков, раньше считавшихся пешеходами, переведут в статус водителей, а самокат будут считать транспортным средством. Причём, если самокат разгоняется до скорости 25 километров в час - он будет считаться велосипедным средством, а если выше 25-ти - автомобильным.",1
201,"В первую очередь, ты для нее должен стать хорошим фотографом, а уж потом - поддержкой и опорой.",4
202,"Сервис аренды электросамокатов начисляет пользователям кэшбэк, но не рублями и не бонусами, а таблетками - блокаторами полового созревания.",1
203,Ничто так не умеет  сохранить  себя как жир!,1
204,"Жена мне друг, но истина в вине...",2
205,"После драки кулаками не машут. Кто за ножом бежит, а кто и за обрезом.",3
206,Трамп - Байдену:-От твоей галиматьи ухо вянет.,1
207,Уже который год в России рассматривают инициативу сделать 31 декабря выходным днём...,1
208,–  Дай денег в долг.– А зачем тебе?– Женюсь!– На женитьбу не одолжу. Не окупится.,1
209,"Краткое содержание детской сказки.Мужик пробирался по дикому лесу, нашел прозрачный гроб с трупом и поцеловал покойницу. А потом с ней жил.",2
210,"Мошенники подделали голос жены по домофону. Не открыл. Пусть знают, что меня трудно обмануть!",2
211,"стюардесса в бегает в кабину пилотов:- командир, у нас ЧП!командир, потягивая виски:- что такое, Зоя?- там в салоне... террорист с бомбой! он спекулирует парашютами!- да? а где он взял?- ну он пронес как-то в багаже! 20 штук! и теперь продает их, как на аукционе...стартовая цена была по 1.000 баксов... сейчас уже по 10.000 идут- так! беги к нему и скажи что мы в деле!- в смысле?- ну нам пять парашютов... тебе, мне и команде... а мы ща цену подымем- есть, командир!убегаеткомандир второму пилоту:- ну-ка, тряхни стариной, заложи вираж покруче.. что б дух захватило- есть командир!вбегает стрюардесса:- командир, катастрофа!- да что такое, зайчик?- парашюты закончились! последние уходили по 35.000 за штуку!нам-то я купила... но что дальше делать? люди готовы платить по 50 тыс уже!- да все нормально, малыш)-??- мы пролетаем над тель-авивом... я уже поговорил с пацанами... через мин 15нам на истребителе подвезут еще 50 парашютов... ставьте цену по 100.000 тыс!и скажи абдулле, что 30% наши...- поняла, бегу...- подожди...- да, слушаю?- и это... кстати... наши пять штук тоже можешь продавать... да не тяни... у нас посадка через час",1
212,Настоящий мужик должен убить в себе бабу и жабу.,1
213,"Два еврея, один из Львова, а второй из Одессы поспорили, где самые богатые евреи живут. Тот, который из Львова, говорит:- Шо вы себе думаете? У нас во Львове, конечно же, богаче! У нас, когда еврей по улице идёт, и если вдруг совсем чуток похолодало, то он тут же заходит в меховой магазин и покупает себе шубу! А когда ему вдруг снова стало жарко, он сбрасывает эту шубу прямо на плитку и забывает про неё навсегда!- Ой вей, я вас умоляю, и это, по-вашему, еврей? Да это форменный жлоб, а не еврей! Вот у нас в Одессе, если еврею вдруг стало жарко, то он снимает с одного из своих пальцев на руке кольцо с бриллиантом чистой воды, воду выпивает, а бриллиант выкидывает на плитку. Потом снимает кольцо с бриллиантом со второго пальца... И так до тех пор, пока не напьётся!",2
214,"Вот интересно, если слова ""на  ошибках учатся"" справедливы, то почему Вовочка так и не стал лучшим учеником в классе?",0
215,"Новый революционный продукт - ""Ничего""! Не содержит ГМО, глютена, лактозы и калорий. Подходит для веганов и сторонников здорового образа жизни. Упаковка 100% биоразлагаемая. Побочные эффекты: экзистенциальный кризис и потеря смысла жизни. Спрашивайте в магазинах вашего города!",2
216,"Хочется, все-таки, внести ясность. Равенство - это не значит, что мы одинаковые. Это значит, что мы, такие неодинаковые, - равны.",2
217,– Во всём виноваты евреи и велосипедисты!– Вот только не надо обобщать. Во всём виноваты евреи-велосипедисты.,1
218,"Кавалер уделяет внимание даме, она его игнорит.- А что вы умеете делать? - не унимается парень.- Я умею токсично молчать.- Тактично?- Нет",2
219,- Мы все исправим... дайте только срок...- Обязательно дадим...,4
220,"Родители беседуют о детях:- Ты своему ребенку какие на ночь сказки читаешь?- Добрые, чтобы он побыстрее уснул. А ты?- Страшные, чтобы он больше не просил почитать.",3
221,"– Тому, кто правильно умеет подобрать носки к своей одежде – квантовая физика по колено!",1
222,"Выделили Вовочке 250 единиц денег на проект.Половину из них он спиздил, из оставшейся половины - половину пробухал с друзьями, на оставшуюся четверть - реализовал проект.Когда показал результаты заказчику - тот только и смог пробормотать:- Вовочка, лучше бы ты пробухал и спиздил всё!",2
223,"– Доктор, вы можете его вылечить?– К сожалению, нет. Он сам выздоровел.",4
224,"Один ум - хорошо, а два - шизофрения.",3
225,"- Михалыч, да где ты деньги берешь на выпивку? Ты ж безработный уже сколько, а каждый день пьёшь вусмерть!! Ты б уже миллионером был...- Эх, мужики, да я сам мучаюсь: узнать хочу.. Просто наутро ничё не помню...",4
226,"–  Вы каждую женщину хотите видеть голой. Например, скажу - волейболистка.– Голая.– Водительница трамвая?– Голая.– Придётся направить вас к психиатру.– К голой.",4
227,"- Ты за что меня тянучкой обозвал?- Извини, моя тяночка, это опечатка!",0
228,"Родители, которые не вразумляют своих детей,похожи на полицию, которая не ловит преступников.",1
229,"Медведь - единственный зверь, который специально оставляет в лесу следы, чтобы охотники могли его найти. Тем и живёт.",4
230,"А почему когда Ева ходила голая Господь не оскорблялся, а сейчас покажи жопу у храма и сразу суд?",3
231,"Знаете, в чём схожесть конфет и ружья?Если принести их в школу,  все прикинутся твоими друзьями.",4
232,"- Политика - это грязная работа.- Хорошо еще, что за нас ее делают другие.",2
233,"Жена: - И всё-таки мы, женщины, в этом мире гораздо большее значение имеем.Муж: - Это ещё почему?Жена: - А потому что нечто несущественное, мизерное, люди называют словом ""%уйня"". А нечто глобальное, апокалиптическое - это ""пи*дец""!Муж: - Да, но при этом ""пи*дец"" - мужского рода, а ""%уйня"" - женского!",4
234,"""Как можно знать историю и продолжать верить политикам?""Томас Соуэлл",4
235,"Сегодня я помог одной бедной старой женщине, которая упала у подъезда и ушиблась. Ну, что она бедная, я понял позже, когда обнаружил только 100 рублей в её кошельке...",2
236,"На Ливанском направлении так же, как и на Лиманском.",0
237,"Маркетологи чаще всего зарабатывают, рассказывая, как надо зарабатывать.Парадокс, бля.",1
238,Жизнь напоминает посещение уролога ...,0
239,"Сегодня ходил по заснеженному городу. Везде нечищено и скользко. А возле Винлаба и Красного&Белого - почищено и не скользко. Водка - она для тех, кто любит крепко стоять на ногах!",4
240,"Два самых переоцененных шедевра в истории мировой живописи - ""Джоконда"" и ""Черный квадрат"". Но автор второго добился этого, вообще не заморачиваясь с каким-то там рисованием...",4
241,""" камплект свичей для Тэслы. Дорага - новие, элэктроные. Спрасы Ашота """,1
242,"У Брюса Уиллиса деменция и вскоре он забудет все последние фильмы, в которых он снялся.В отличии от несчастных зрителей, которые будут их смотреть.",1
243,"Северокорейская ракета ""Нах усё"".",2
244,До вмешательства России в американские выборы остался 1 день...,1
245,"Разговаривают две собаки:- Встретила вчера Шарика.- Ну и как?- Полаялись, как всегда.",1
246,Самым известным капиталистом и буржуем был Карл Маркс.,1
247,Могильщики после смерти попадают на свою работу.,1
248,"Узнал, что Ватикан тоже может участвовать в Евровидении, но не хочет. А зря! Команда из инквизиторов могла бы там устроить зажигательное шоу.",4
249,"- Вовочка, ты слышал поговорку - "" Яйца курицу не учат "", а почему?- Не ну вы, что совсем ненормальная Марь Иванна , как яйца кого-то учить будут, если у них рта нет ...",1
250,Для того чтобы похудеть надо больше двигаться. На почве различных диет двинулись уже очень многие.,3
251,"Пока Москвич меняет партнера, ВАЗ поменяет позу у всего нашего правительства!",0
252,"Учёные установили, что у динозавров и курицы - одинаковый мозг.Блондинка: Так вы завалили динозавров!Нужно было не задавать им такие же вопросы по ЕГЭ!.(с) Юрий Тубольцев",1
253,красное на чёрном - индеец на негритянке.,1
254,Юнный Сок Ели оказался не таким уж и добрым.,0
255,- Какие самые нелепые и странные теории заговора тебе приходилось слышать?- Всё будет хорошо!,4
256,"О Великом, могучем и многогранном...Возьмём, к примеру два глагола:выебать и наебать.Очень близкие по по звучанию и весьма далёкие по содержанию, смыслу.Вопрос га засыпку изучающим язык прекрасным дамам:Какой вариант для вас предпочтительнее?!",0
257,"Ответ Леониду Хлыновскому на его вчерашний анекдот. Согласно Маяковскому, первым трансформером был не Иван Фёдорович Крузенштерн, а товарищ Нетте - человек и пароход. Читайте первоисточники.",1
258,"И вообще! Что страшнее - авторитетные уважаемые ОПГ или хищные неподконтрольные квадроберы,!",1
259,"Квадроберы - это подготовительные курсы для ЛГБТ. Достаточно чтоб человек встал на 4 кости, остальное - дело техники",1
260,"Заходит удав (у)  в баню, а там уже сидят медведь (м), карась (к) и Анубис (а).У: щщщщщщМ: ыыыыыррррррК: 0.... 0.... 0А: لذلك تحدثنا",0
261,"– Она ворвалась в здание, где я работаю, и орала: «Мерзавец! Не прячься! Я тебя все равно достану! Руки и ноги переломаю!».– Кошмар!– Кошмар в другом. Орала мне, а  сразу попрятались все мужики.",4
262,".тен или ыВ бара ,от ан тсет йыртсыб лыб отЭ",1
263,"Власти Японии всегда на стороне США не потому, что не помнят, кто сбросил атомную бомбу на Хиросиму, а потому, что помнят.",4
264,"-Вот интересно, авторы рекламы со слоганом: ""Каждый МАСТЕР ЖЕЛАЕТ ЗНАТЬ, КАКУЮ затирку брать..."" В серьёз считают МАСТЕРОМ, человека, который о том, какую затирку использовать узнаёт...из ТЕЛЕВИЗОРА?",1
265,- Какой первый признак приобщения к западным ценностям?- Острая боль чуть пониже спины!,1
266,"Любая оса знает – узенькая талия вообще не повод, чтобы тебя все любили.",4
267,"В последнее время куда ни зайдешь - цены как в аэропорту. Похоже, мы все куда-то летим. Похоже, в пизду.",4
268,Главный возбудитель  в пожилом  возрасте-  будильник!,1
269,"Частое пребывание вне дома помогает при депрессии, но может провоцировать невроз.Постоянное пребывание дома помогает при неврозе, но может провоцировать депрессию.Так что, получается, идеальный вариант для психического здоровья - стоять в дверях.",4
270,"Это только при тоталитарной тирании президента выбирают путем всенародного голосования.При настоящей демократии президентом становится тот, кто остался в живых.",4
271,"Чем чаше муж возвращается домой пьяный и под утро, что, несомненно, плохо, тем больше у жены против него козырных тузов. С другой стороны, так можно остаться с козырями, но без напарника.",1
272,"То неоднозначное чувство, когда поблагодарил продавца в подпольной лавке за суррогатный алкоголь и в ответ слышишь: ""На здоровье!""",1
273,"Заходит женщина в пекарню и восторженно говорит:- Какой у вас вкусный хлеб! С удовольствием едим всей семьёй - даже кошке нравится!- Ещё бы ей не нравилось, у нас там мыши на складе с мукой завелись.",4
274,"Ревматические люди предсказывают погоду по тому, как у них ломит кости. Синоптики тоже предсказывают погоду по костям, только у них это игральные кости.",3
275,"- Гиви, помнишь свою первую любовь?- Лицо не помню. А так - да.",4
276,"Ты можешь быть бесконечно прав, ну, какой в этом толк, если ваши знаки зодиака показывают астрологическую несовместимость.",1
277,"О том, кто важнее: технари или гуманитарии?1. Без инженеров ты - обезьяна с палкой.2. Но обезьяны с палками забьют тебя намного быстрее, чем ты успеешь стать инженером, если не найдётся гуманитариев, которые сумеют объяснить обезьянам, зачем нужны инженеры и почему ""прям щас сожрать банан"" менее выгодно.",3
278,"На Трампа снова совершено покушение. На месте, где прятался подозреваемый, был обнаружен автомат Калашникова с оптическим прицелом. Это доказывает вину России.",1
279,"- Не ударим в грязь лицом, - сказали злые молодцы ...и ведь не соврали подлецы - во-первых, лица у них нет, а рыло ... во-вторых, это в общем-то и не грязь была ...",1
280,Все эти детские костюмчики в виде животных — это подсознательное желание родителей поменять ребёнка на собаку.,4
281,"Показал индусу цветное издание Камасутры. Он сказал, что лучшего справочника по йоге еще не видел.",1
282,"А вас тоже удивляет, что страну, где слово ""палач"" (человек, исполняющий решение суда) является ругательством, а слово ""киллер"" (сиречь наёмный убийца) овеяно ореолом романтики, можно назвать правовым государством?",1
283,Эффективный менеджер может поднять прибыльность предприятия в два раза. Это особенно впечатляет на фоне трёхкратного падения производства.,1
284,"Если вы умные,то пожалуйста, опишите звук взрыва для тупых депутатов.",1
285,"...""Более дебильного дерьма я, пожалуй, не видал"", - подумал кинозвезда, закончив читать сценарий. ""Ну, вы знаете, сколько стоит мой день"", - сказал он режиссеру. ""Да, конечно, без вопросов"", - закивал тот. ""Превосходный материал. Вдохновляющий. Будем работать"", - подытожил звездун.",3
286,"– Ты лежишь на мне.– Гравитация.– Милый, у тебя же больше был.– Инфляция.– Почему ты отвечаешь мне по одному слову?– Деградация.",4
287,"С мыслью, в отличие от женщины, нельзя переспать, пока не залетела.",1
288,"Как говорил Дюма-отец: ""История — это стена, на которую я вешаю свои полотна"".",1
289,"Анекдот был на столько стар, что у него была не только борода, но и усы",1
290,"Раньше комсомольцы были активистами и энтузиастами.Сейчас их нет, а энтузиазм остался.",0
291,"Министру просвещения предложили снижать итоговый балл ЕГЭ курящим школьникам на 10-20 единиц.В зависимости от того, что курил: сигареты или вейпы. И глубоко ли затягивался...",1
292,Интересный факт. Фанатам Гарри Поттера жены ни когда не дарят носки.,1
293,"Америка настолько технологически развитая страна, что у них есть даже электрические стулья!",3
294,"Однажды ты спросишь: ""Олег, тебе 45, чего ты добился в жизни, кроме голых щиколоток и холёной бороды?"" А я посмотрю с высоты своего просветления на твоё мещанство, соберу всё своё в рюкзачок, гордо встану на самокат и укачу в рассвет в клубах ментолового дыма...",4
295,"Если Лариса Долина выйдет замуж за мистера Пропера из рекламы и возьмёт себе двойную фамилию, её будут звать Лариса Пропер-Долина.",4
296,Нелегальный разводчик сверчков на продажу при появлении на горизонте полицейских всегда даёт стрекача.,0
297,"«Мы поедем, мы помчимсяНа оленях утром ранним…»Это песня о том, что следует ездить на дураках, а не позволять им ездить на вас…",3
298,"От подруги приходит письмо с фотографиями. Тема письма ""животные"". Фотографии большие и грузятся медленно. Только когда процесс завершается, становится понятно, что там фотографии с корпоратива.",1
299,"Чёрные дыры существуют, а квадрат Малевича всего лишь нарисован.",1
300,"Пришла, значит, феминистка устраиваться на судно китобоем. Прошла собеседование, и ей говорят:- Поздравляем, вы приняты, теперь вы китобой.- Слышь, хyемpазь, пасть захлопни, вообще-то китогёрл!В первый же рабочий день её перепутали с китом.",2
301,"Молодой Изя спрашивает у опытного Сёмы:- Фима просит у меня денег взаймы, дать или нет?- Конечно, дай!- Почему?- Иначе он у меня просить будет.",4
302,"- Доктор, во сне я разговариваю со своей женой.- О-о, среди женатых мужчин - это  довольно распространенное явление.- Но я – не женат, доктор.",3
303,"А Вас, Кэт, я попрошу отдаться!",3
304,Во многих городах есть курсы иностранных языков «Inter Course»…(Intercourse - это с английского «половой акт»).,1
305,"Если бы китайские коррупционеры пожизненно сидели бы в Сибири, то народонеселение там бы быстро приросло.",1
306,"А вот если быдлу прямо говоришь, что он быдло, ты сам поступаешь, как быдло или как небыдло?",0
307,Умная голова не всякому по плечу.,4
308,"Когда я знакомлюсь с парнем, то перво-наперво смотрю на его интеллект. Если он есть, то шансов у меня мало.",4
309,"ОБЪЯВЛЕНИЕ ОТ МВДУважаемые сограждане! В парке им. Ф.Э. Дзержинского завелся пес-маньяк, который в темное время суток откусывает у мужчин гениталии, а женщин вообще не трогает. Рекомендуем мужчинам, входящим в этот парк в это время, снимать штаны и трусы, чтобы уменьшить болевые ощущения.",1
310,"- Что делать, если муж здоровый, как бык?- Надо брать быка за рога.- Изменять очень опасно.",0
311,На корпоративке Петрович всегда грустно сидел один и вспоминал Бывшую. Потому что закодирован… Потому что бывшая - водочка…,2
312,Command.com existed—Чего?-сказал последние слова дисковод и получил отвал.,0
313,"Не поняли ультиматума МОК по России лишь две спортивные федерации: тенниса - там аристократы им всё пох, и бокса - там качки вообще нихрена не врубились...",4
314,"Как определить по снимкам туриста, в какой части Африки он находился? Если там много калашей, но совсем нет раздетых девушек даже на пляже, то это арабская ее часть. Если же там много калашей и много раздетых девушек, но фотограф успел сделать мало снимков, то это остальная Африка.",2
315,С плавильным котлом ведь как: или он чевой-то там в чевой-то переплавит или как в Британии...,1
316,"Армия это такое место, в котором ты даже не подозреваешь, где ты будешь завтра, но точно знаешь, что счастливее ты от этого не будешь...",1
317,"Если бы КПЗ расшифровывалось как Комната Плотских Забав, то сидеть там было бы гораздо приятнее и от желающих туда попасть отбою не было. Но это только в том случае, если забавляться там будет тот кто там оказался а не сотрудники с ним.",1
318,"Астрономия необходима хотя бы для того, чтобы знать какие знаки зодиака совместимы, а какие нет!",1
319,Мастер художественного свиста решил сменить профессию и неожиданно попал в список Форбс.,2
320,"Гастрит у жирных в средние века лечили барабанным боем, когда человек жрал мясо. Гастрит от несварения при пожирании народных денег лечится барабанным боем при команде ""пли"", даваемой расстрельной команде.",2
321,"- Почему в Канаде население в 10 раз меньше чем в США ?- Потом, что бабы ""дают"" в 10 раз реже !",1
322,"Примета.Если после свадьбы поранишься, это к новой свадьбе.",1
323,"Причиной убийства вегана в ресторане ""Генацвале"" стала попытка заказать постный шашлык, безалкогольную Хванчкару и безглютеновый хачапури.",4
324,В 2023 году 59 россиян депортированы с острова Бали: заебали!,2
325,Не ругайте жару. Жара - это благо.Чем сильнее жара - тем меньше на девушках одежды.,4
326,"Уважаемые соискатели! Имейте в виду, что на сайтах знакомств фотографии так же близки к оригиналу, как авто со скрученным пробегом к своему реальному состоянию.",4
327,Чeм нa caмoм дeлe являeтcя диaгнoз?Пpигoвopoм или кoммepчecким пpeдлoжeниeм?,3
328,"Как ни крути, а самые жестокие люди на свете - рыбаки.1. Сначала они заливают землю водой, чтобы черви наполовину показались снаружи (утопление).2. Затем они насильно вытягивают несчастных из их среды обитания (пытка на дыбе).3. Выдерживают несколько суток без пищи, чтобы черви очистились от содержимого (морение голодом).4. Пропитка пахучими и стабилизирующими веществами (бальзамирование заживо, скарификация).5. Насаживание на крючок (сажание на кол).6. Опускание в среду с враждебными тварями (скармливание диким животным).С Днём рыбака {второе воскресенье июля), живодёры!",1
329,"Всем известно, что Герасимова глухонемым сделал Тургенев.Из школьного сочинения",1
330,"- Палыч, что от тебя хотели телевизионщики возле избирательного участка?- Спросили, за кого из кандидатов в мэры я мог бы поручиться, что тот не будет брать взятки.- И что ты им ответил?- Что они совсем ебанулись. Я за самого себя не могу поручиться, не брать взятки, стань я вдруг мэром.",4
331,"Объявление: Властная госпожа ищет безропотного раба, который сам не в состоянии выкинуть хлам из своего гаража. Приеду и буду доминировать - заставлю тебя подчиняться - выбросишь все и никакие мольбы меня не заденут! Сам же потом ещё спасибо скажешь и будешь рекомендовать знакомым ;)",4
332,Настоящая свобода начинается по ту сторону отчаяния.,4
333,"По объявлению «Выход из тела с первого раза» обращается мужик.- Вот вы говорите, что если не получится с первого раза выйти из тела, то вы возвращаете деньги?- Конечно! - говорит медиум.- Тогда вот мои деньги.- Спасибо, - говорит медиум и лупит мужика битой по голове. - У нас еще никто не возвращался!",0
334,"Плодородная земля это хорошо, но есть тут и недостатки. Если увлекаешься бегом на лыжах, нужно в летнее время экипировку подальше от земли держать. Бывает, отвлечёшься, а тут раз - и яблоня выросла, а лыжные палки новые покупать приходится.",0
335,"Общеизвестный факт: самые сильные патриоты Украины живут в Канаде, США и прочих Европах. Ведь любому щирому же известно, что чем дальше ты от Украины, тем любовь к Неньке сильнее.",2
336,"Не завидую тем, кто захочет нас завоевать.Им так много надо будет принести с собой…",2
337,"Повзрослел - это когда можешь позволить себе почти любой топовый телефон, но ты его не покупаешь, ибо это непрактично.",2
338,"Всем ивсетно, что к Прометею, наказанному богами за благое дело, прилетал орёл, который клевал ему печень.  Но это не более чем легенда.  На самом деле, к нему прилетала ворона, которая пол-дня летала вокруг, гаркала в уши и срала на голову.  Оставшееся время она клевала ему голову. Ну а уж после всего этого Прометей печень сам себе испортил.",1
339,"Чем дальше, тем больше сочетание трёх цветов красного, синего и белого напоминает мне шестицветную радугу.",2
340,"Зачем нам ""двести сортов колбасы"" и т.д. и т.п.- и все это обилие красивых упаковок?Предлагаю все рационально упростить и удешевить...В торговом зале выставить большие контейнеры ""пальмовый жир"", ""свиная костная мука"" ""крахмал"", ""соя"", ""соль"" , ""сахар"", ""Е407"", ""мука с содержанием насекомых не более 25 процентов""; для богатых в отдельном уголке ""пальмовое масло пищевое"" ...Покупатели сами покупают все компоненты в нужных им пропорциях и смешивают дома самостоятельно ...",2
341,"Пошёл на работу первый раз после длительного отпуска. По пути мне перебежала дорогу чёрная кошка с пустыми вёдрами. Видимо на работе всё-таки смогли понять, что от того работаю я или нет в рабочем процессе ничего не меняется.",0
342,Футбольный матчЛюксембург против ЛихтенштейнаЗвучит как драка двух евреев,2
343,"Люди, которым ты доверяешь на все сто, легко могут подвести, если речь идет о тысяче...",4
344,"Из воспоминаний: ""На церемонии открытия парижской олимпиады неудачно повернулся задом...""",1
345,"Правило буравчика очень помогает грамотно поступать в жизни. Оно учит о то том, как грамотно относится со штопори.",0
346,"Иронично, что в США могут вернуть ракету на стартовую площадку после запуска, а астронавтов с МКС не могут.",2
347,"Девочка, которой нравятся кавказцы, учится целоваться не на помидорах, а на киви.",4
348,"На балу поручик Ржевский предлагает:- А давайте сыграем в интересную игру! Дамы задирают юбки и становятся у стенки. Кавалеры приспускают штаны и бегут. Тот, кто попал, целует даме ручку.",1
349,"Мужчина делает то, что обещал, так же часто, как женщина то, что  обещала не делать. Чем и достигается гармония отношения.",4
350,"Дебилов надо лечить своевремменноЕсли процесс ""запустить""Они начнут писать анекдоты про квадроберов и самокатчиков !",2
351,Адепты различных религий во время дискуссии Чья религия миролюбивей чуть не перемочили друг друга ...,1
352,"- А почему мужчины ещё несколько минут сидят в машине, когда приезжают домой?- Так проверяют салон на наличие презервативов, женских заколок, серёжек, лифчиков и трусиков.",3
353,"За новогодним столом собрались гости. Добрались до десерта. Хозяйка спрашивает:- А как вам мой тортик? Правда, вкусный?!- Вкусный, вкусный... Особенно для тех, кто вкусного не пробовал!",1
354,"С точки зрения ветеринара, кот - это курица, несущая золотые яйца.",2
355,"Пловчиха-трансгендер Лия Томас не была допущена на Олимпийские Игры. Сама спортсменка прокомментировала ситуацию так: «Я в любом случае являюсь сильнейшей в женском плавании, а кто не согласен - может у меня отсосать».",4
356,"Кандидат в президенты на дебатах:- Я являюсь сторонником демократических ценностей! И если я стану президентом, эти ценности будут прививаться всем гражданам страны, хотят они того или нет!",1
357,"Как в хорошем кино, хотел чтобы меня встретили с музыкой. Включил в портативной колонке ""Прощание славянки"". Очнулся в казарме...",1
358,"–Ты с утра до вечера корячишься в пекарне. Вступай в нашу партию.– Зачем?– Будешь делать людей счастливыми.– Разве, выпекать хлеб – это не делать людей счастливыми?",2
359,"История каждого преуспевающего бизнес-тренера обычно начинается с того, что прогорает его собственная фирма.",4
360,"Сидит мужик в ресторане. Захотел послушать музыку, подходит к музыкантам и говорит:- Можно мне песню Кая Метова про вечеринку матросов?- Мы такой не знаем. Ну-ка, напойте.- Потише на борту...",0
361,"Тут большинство пророссийских политологов сетуют: мол нет национальной ИДЕИ... я вас умоляю, она есть! ...и вы её прекрасно знаете - ""Дай Бог пронесет!!!""",4
362,"Всех зверей замучил, запугал грозный Тараканище. И не было на него никакой управы: ни крокодил его не пугает, ни сорока съесть не может. Но однажды пришёл КИТАЕЦ...",2
363,"Когда на голову Петровича с соседского балкона упал горшок с кактусом, он не как Ньютон в случае с яблоком воскликнул «Эврика». Он заорал – убью, суки…",1
364,"Триединство современного бытия: цирк, зоопарк и скотобойня.",4
365,"Парни, если вам встретилась девушка, которая, купив платье, сразу же идёт в хозяйственный и покупает вешалку-плечики - ни о чём больше не думайте, хватайте её и тащите в ЗАГС.",1
366,"- Скажи мне что-то мерзкое, меня это так возбуждает.- Доброе утро, коллеги.",4
367,-В Париже Дурова посадили-На трон?,0
368,Благодаря Успенскому Геннадьевич уже 50 лет воспринимается на слух как Крокодилович.,1
369,"Питон на ветке всегда спит двумя, четырьмя, шестью,..., цепными линиями. Это он не математик, а просто о безопасности заботится.",1
370,"Того, кто делает зло зло в результате тоже сделает ...",0
371,Проктолога больно ударили крепким стулом,1
372,Что такое криптовалюта Дурова?Это МММ Мавроди в новой обертке.,1
373,"В детстве мечтаешь, чтобы пришел и озолотил бы тебя Гассан Хоттабыч.В 40 лет думаешь пришел бы хотя б Хотябыч.",0
374,"Сейчас в Америке одна из самых обсуждаемых тем - возраст президента страны. Все дело в том, что четыре года назад, во время выборов, когда Джо было 78, только самые прозорливые эксперты могли предсказать его возраст в 2024 году.",4
375,"Ну что, москвичи, прежние-то понаехавшие были, как оказалось, вполне даже неплохим вариантом?..",2
376,"- Дедушка, а ты хочешь быть как крейсер Аврора?- 125 лет трудового стажа, а потом еще экскурсии принимать?- Нет, таким же смелым и отважным!",1
377,"Смотрит Бог на открытие Олимпиады и говорит:- И что, они все в этом участвуют?! Пора уничтожать!Тут подбегает апостол Пётр, крича:- Подожди, Господи! Россия! Россия не участвует!- Ну тогда подожду пока, - ответил ему Бог.Так Россия в очередной раз спасла мир.",4
378,"Весной активизируются не только коты, но и туристы.",1
379,"Был тут по делам в Москве, и могу дать подсказку Правительству как пополнить бюджет - пора, пора ввести налог на бороды.",2
380,"На надгробии было написано.""Тут покоится HDD ,который никогда не пользовался Корзиной.""",0
381,"- Как только я хочу что-то сделать собственными руками, мои клиенты сразу за них хватаются.- А вы кто по профессии?- Палач.",1
382,Когда уже разрешат тратить материнский капитал на покупку сливочного масла?!,4
383,РЕМОНТ занимает 3 дня.РЕМОНТНЫЕ РАБОТЫ занимают 5 дней.ПРОВЕДЕНИЕ РЕМОНТНЫХ РАБОТ занимает 8 дней.,4
384,"При мысли что Иванову тоже плохо, Сидорову вдруг стало хорошо....",1
385,"Иностранцы теперь не контролируют российские консервные банки.Мы в ответ не контролируем то, что находится в этих банках.",1
386,Спортсмен начал пить. Его дыхалка превратилась в издыхалку.,1
387,"С возрастом женщины все больше полагаются на пластических хирургов, а мужчины на деньги.",3
388,"- Cкажите, а почему в этот провинциальный ВУЗ такой большой конкурс на программы бухгалтеров, лингвистов и юристов?- Ну до этого города цивилизация идет медленно и печально, они еще в конце 90-х.....",1
389,"- Слышь, подруга, а я опять на фитнес стала ходить.- Ой, как я тебя понимаю, Люся, если есть мужик - крути мужика, а если нет мужика - так крути обруч.",3
390,"Ничто так не способствует продолжению бурного и откровенного дружеского общения, как фраза ""подождите, я сейчас диктофон выключу...""",1
391,"– Я своего парня два раза утром, два раза вечером. И у него нет сил и желания смотреть на других женщин.– А если он будет сопротивляться?– Тогда – три раза утром, три раза вечером.",4
