joke,total_votes,positive_votes,negative_votes
"- Ты в каком вузе учишься?- Точно не знаю, но папа говорит, что в дорогом.",226.0,186.0,40.0
"- Знаете ли вы, что все фамилии, кончающиеся на ""-ба"" - абхазские? Например: Ардзинба, Лакоба, Цвейба...- Кажется, я начинаю понимать, какой национальности был Тарас Бульба.",209.0,95.0,114.0
"Говорить начистоту с человеком, который трезв, — это подло, это значит заставать его врасплох.Венедикт Ерофеев",157.0,93.0,64.0
"- Исаак, почему у них 8 мая день скорби?- Отсчитай 9 дней от 30 апреля.",340.0,89.0,251.0
Тонкий английский юмор не всем доступен. В связи с санкциями англичане прекратили его поставки.,164.0,76.0,88.0
"После похорон, внук с бабушкиного телефона отправил всем смс:""Спасибо, что пришли.""",65.0,59.0,6.0
"- Ты давно закончил школу?- Я ее не заканчивал, она сама закончилась.",31.0,28.0,3.0
"Говорят, когда мстишь рой сразу две могилы ... Я подумал две пожалуй не хватит ...",27.0,25.0,2.0
Если вам надоел муж – подарите ему гоночный мотоцикл… И наберитесь терпения…,29.0,24.0,5.0
"И снова напоминаем всем поклонникам заграничного отдыха:в XIX веке Александр I привел победоносную русскую армию в Париж.в ХХ веке Красная Армия отдыхала в Берлине, Праге, Будапеште, уничтожила японских милитаристов в Азии, установила советские ракеты на Кубе!",69.0,23.0,46.0
"- Лена, мужик у тебя нынешний какой-то старый… И что ты в нем нашла?- Кошелек… Я в нем нашла кошелек…",29.0,22.0,7.0
"-А знаете, что больше всего греет душу персонала зарубежных отлей? Вот вы, типа. баре на 10 дней и за большие деньги. Он вас обслуживает. Но через 10 дней вы уедете в свою холодную Россию, въёбывать год, чтобы потом ишшо разок на 10 дней приехать. А он плюнет вам вслед и, после работы, купит семье еды, бесплатно нарвёт фруктов, наловит морепродуктов и ляжет на пляжу...И так будет ВСЕГДА!",43.0,21.0,22.0
- Ты не мог бы попросить у меня денег в долг?- Зачем?- Хочу отказать и самоутвердиться.,25.0,19.0,6.0
Новое армянское радио спросили :Понимал ли крокодил Гена в генной инженерии ?Новое армянское радио ответило :Несомненно ! Ведь у него в друзьях ходило неизвестно что.,28.0,18.0,10.0
"Она решила спеть бесплатно.Нет, уж!Пусть платит за то, что мы её будем слушать.",20.0,17.0,3.0
"“А, ведь на его месте мог бы быть ты“, - передвинув ферзя, сказал Папа Карло, играя в шахматы с Буратино.",23.0,17.0,6.0
Я крайне толерантный человек ... ради толерантности могу и убить ...,21.0,17.0,4.0
Кто сеет страх пожнет ужас ...,21.0,16.0,5.0
Самые большие гадости совершаются с обворожительной улыбкой ...,18.0,14.0,4.0
"Ему так не везло, что даже в Африке заболел сибирской язвой.",15.0,10.0,5.0
- Чем отличается вменяемая взятка от невменяемой?- Вменяемая - это если меньше миллиарда...,14.0,9.0,5.0
"В параллельной реальности в ВУЗ принимают тех, кто набрал меньше всего баллов. На самом деле, в этом что-то есть. Умные способны к самообучению, а остальные нуждаются в руководстве.",17.0,9.0,8.0
"Остывшую любовь ещё можно подогреть, но её вкус уже будет потерян. Поэтому нельзя давать угасать её костру.",15.0,9.0,6.0
"В мультфильме  ""Малыш и Карлсон"" был сюжет, где Малышу подарили щенка и Карлсон спросил - ""Малыш я же лучше собаки!?""Малыш не ответил. Но стало очевидно, что Карлсон ХУЖЕ СОБАКИ!",24.0,9.0,15.0
Гарри Поттер и неиссякаемая бутылка рома. Сказка для взрослых мальчиков.,13.0,9.0,4.0
Недавно побывал на торжестве справедливости ... Доволен остался я один ...,11.0,9.0,2.0
"Черти молятся дабы я не попал в ад ... Я ж там наведу порядок - проверю температуру котлов ... в общем, чтобы все было строго с регламентом ... а потом все равно сьебусь ...",16.0,9.0,7.0
"Приходит старый солдат к прапорщику за сухпайком. Он ему дает судно, больничное.Старый солодат — «И чего мне с этим делать?»Прапорщик — «Ну, это даже лучше, кашу из топора делать умеешь!? Сделаешь утку по-пекински!»",41.0,6.0,35.0
Свинья пришла к собаке и предложила поесть хот-догов.,21.0,6.0,15.0
- Хороша кошка к обеду.- Живодер проклятый.,25.0,6.0,19.0
Штирлиц вышел из укрытия и схватил врага. Рога отвалились.,40.0,5.0,35.0
"Говорят, на вкус и цвет товарищей нет.Но я вам больше скажу: на гендер половина товарищей даже враги.",18.0,4.0,14.0
"Петрович, почему кино американские машины по трассе быстрее едут чем у нас? вроде знаки одинаковые, и там на знаках 65 и здесь 65.- цифры на знаках одинаковые, но есть нюанс здесь в КМ па там в милях",26.0,4.0,22.0
"Никак не пойму:""Прекраснодырая"" - это оскорбление или комплимент?",17.0,4.0,13.0
"- Оказывается, есть такая порода охотничьих  собак – эстонская гончая.- Гонишь?- Нет, только ей всегда неохота бегать.",12.0,4.0,8.0
"Почему, сначала наделаешь херни и только потом думаешь - вот же сука…",10.0,3.0,7.0
"Странно, если тот, кто сказал Долги возвращают трусы, ещё жив ...",8.0,2.0,6.0
"Многие считают, что в Челябинске живут суровые мужики без чувства юмора. Между тем, именно на территории Челябинской области расположен ""Российский федеральный ядерный центр имени Забабахина"". Ядерный! Имени Забабахина!",466.0,403.0,63.0
"На форуме:- Мы в США, когда копаем какую-то глубокую яму, говорим, что хотим докопаться до Китая. А куда вы хотите докопаться в вашей стране?- До США.- Хмм...а ты откуда?- Из Мексики.",452.0,384.0,68.0
"Блондинка и брюнетка заходят в лифт на последнем этаже. Брюнетка тянет руку к кнопкам и спрашивает:- Первый?Блондинка:- Нет, уже много раз ездила.",282.0,195.0,87.0
"Услуги киллера стали так дороги, что люди потянулись в суд.",228.0,190.0,38.0
"Нет человека - нет проблем, сказала обезьяна и, взвесив все за и против, отказалась брать в руки палку.",204.0,168.0,36.0
"Россия - настолько большая страна, что, когда в Москве полдень, в Сибири уже Китай.",386.0,147.0,239.0
"- Путанно, многословно и неубедительно ты объясняешь. А если в двух словах?- Сам дурак!",154.0,110.0,44.0
"История показала, что лучший способ управлять народными массами - это внушить людям мысль, что на самом деле от них ничего не зависит",58.0,53.0,5.0
Из разговора двух лошадей:- А я вообще-то закончила институт благородных кобылиц.,175.0,52.0,123.0
"Кто-то любит бегать, кто-то прыгать, а я люблю приседать.Подвинься, дай присяду.",125.0,48.0,77.0
"Если бы парикмахеры могли отличать ""Каре"" от ""Харэ"" - сколько судеб не были бы искалечены!",129.0,45.0,84.0
"Три дела он, видите ли, мог делать одновременно. Ты бы попробовал четыре дела не сделать, хоть и поочередно, а потом объяснить: “Почему ты их не сделал?“ – жене, дочери, тёще и собаке, одновременно.",125.0,35.0,90.0
Везучему человеку приходится напрягаться. Без напряжения везти всех подряд не получается.,91.0,33.0,58.0
"Дочки - выросли, с женой - развёлся, что остаётся - в солдатики играть.",44.0,30.0,14.0
"-Тут, лукашенко заявил, что ""доллары и евро никаму не нужны...""-Александр Григорич... Вы, эта... Если вам не нужны-мне отдали бы? И у вас место освободится и...Я найду применение)))",42.0,22.0,20.0
"Почему-то трудно отделаться от впечатления, что главные сторонники толерантности ( то есть терпимости) в современном обществе - это хулиганы, разного рода извращенцы и откровенные маньяки",38.0,21.0,17.0
Полиция нравов - Роспоебнадзор.,29.0,20.0,9.0
"О перемене мест слагаемых. Вчитайтесь, сравните:Поставить дурака на место.Поставить на место дурака.",25.0,15.0,10.0
"В Европе много говорили про «русский след», а теперь ещё и увидели его в небе.",35.0,15.0,20.0
"Каждой женщине хочется получить пьесу в трёх актах. Однако, зачастую приходится сталкиваться с пантомимой.",93.0,15.0,78.0
"Восточный мудрец сказал: препятствия бывают двух видов - преодоление одних помогает тебе приближаться к цели, других же - мешает двигаться по избранному пути или уводит в сторону. Подумай хорошенько, на борьбу с какими из них тебе стоит тратить силы, а какие лучше просто игнорировать",17.0,13.0,4.0
"– Зачем ты разделся догола?– Я думал, что так хоть как-то могу выделиться среди всех.– В женской бане?!!",22.0,11.0,11.0
"Нет человека - нет проблем. Нет денег...ну, тут все как-то намного сложнее....",14.0,10.0,4.0
"Cure Жан-Жак увидел российский триколор в небе и, вместо того чтобы перекреститься, «отдал честь» по-военному.",31.0,9.0,22.0
"Всё-таки молодцы российские мусульмане. Понимают, что у бедного чиновника одна бизнес-леди - хорошо, а три жены - лучше!",19.0,8.0,11.0
"Астрономы хорошо разбираются в звёздах. Поэтому автографы берут только у тех, кто действительно является звездой первой величины.",14.0,4.0,10.0
Летнее расписание:- Мухи 06:00 - 18:00- Комары 18:00 - 06:00,557.0,523.0,34.0
В Правительстве РФ специально для Аллы Пугачёвой разрабатывается Положение о статусе заслуженного иноагента и народного иноагента.,604.0,514.0,90.0
- Ваша заработная плата на первых порах будет не слишком высокой. Окей?- Моя приверженность работе на первых порах будет не слишком высокой. Окей?,364.0,320.0,44.0
"Молодая пара как-то раз сходила на нудистский пляж.Все прошло без осложнений, однако покидая пляж, муж отметил:- Нет, ты обратила внимание - мужиков почти нет, одни бабы! Наверное, у них тяга к эксгибиционизму больше.На что жена удивленно отвечает:- Ты что, наоборот, одни мужики!",331.0,267.0,64.0
"- Здравствуйте.- Добрый день. Я Инна, менеджер турагенства.- Я хочу отдохнуть.- Сколько у вас денег?- 10 тысяч рублей.- За эти деньги вы можете 2 часа отдохнуть со мной.",361.0,249.0,112.0
"Бесконечно можно смотреть на три вещи: огонь, воду и летящих туда самокатчиков.",271.0,214.0,57.0
"Заеботливый - человек, проявляющий чрезмерную заботу о ком-либо.",228.0,159.0,69.0
Для того чтобы потерять лицо надо хотя бы его иметь...,134.0,96.0,38.0
"- А я, наверное, самолетами летать больше не буду.- С чего бы это?- Да, понимаешь, был в авиаучилище недавно. Посмотрел на студентов. Диспетчер-растаман меня сильно впечатлил. Но окончательно доконал пилот-эмо...",210.0,95.0,115.0
В связи с нынешней демографической ситуацией прошу заменить понятие семья на двая.,167.0,74.0,93.0
"Когда Робин Гуду попадались люди среднего достатка, он давал им денег. А потом грабил.",148.0,72.0,76.0
"При беременности нельзя употреблять алкоголь, поэтому мужики никогда беременеть не будут.",149.0,71.0,78.0
"Посоветуйте ресторан с необычной кухней. Чтобы ты такой у официанта спрашиваешь: ""А это бычьи ресницы у вас в чем?"". А он тебе отвечает: ""В медузьем молоке, разумеется, это же эталон ненецко-венесуэльской кухни!""",222.0,60.0,162.0
"А Вас, Кэт, я попрошу отдаться!",187.0,54.0,133.0
"Знаете, всему свое время.Как говаривал один мой знакомый кузнец: ""Куй железо ты возьмешь, пока оно горячо"".",157.0,45.0,112.0
"В купе поезда молодая женщина обращается к мужчине:- Молодой человек, вы не уступите мне нижнюю полку?- Как полку уступить, так молодой человек, а как потрахаться, так старый пень.",53.0,43.0,10.0
"А вы тоже заходите на ан.ру попозже, чтобы не тратить время на заминусованную ерунду?",39.0,29.0,10.0
"-Слыхал? Давеча, депутат Милонов обвинил телеведущую Гузееву в ""свинском поведении"" связанном с её ""не чистоплотностью"" в ведении программы, вранье населению и снобизме!-Он прав, конечно. Токмо вот...про враньё и ""не чистоплотность"" со снобизмом... Не ему её обвинять.",36.0,24.0,12.0
"- Петрович, че ты видел идиотского на грани дебильности?- Образ пенсионера в ""социальной"" рекламе.",31.0,21.0,10.0
"Премия это важный стимул. Однако, не следует забывать, что стимул это палка для подгоняния ослов.",31.0,21.0,10.0
Количество жадных мужчин пропорционально количеству меркантильных женщин.,24.0,17.0,7.0
Мириться с мерзостью это мерзость ...,26.0,17.0,9.0
"– Мама, а из чего мужчины сделаны?– Из понтов, доченька.",30.0,16.0,14.0
"-Как заставить собаководов убирать дерьмо за своими питомцами?-Запретить им , под страхом ОЧЕНЬ СЕРЬЁЗНЫХ штрафов, выгуливать собак дальше 10 метров от их места жительства.",28.0,11.0,17.0
"– Ах, ты все больше и больше становишься похож на свою собаку!",19.0,10.0,9.0
Я не собираюсь играть в справедливость с несправедливым миром ...,20.0,9.0,11.0
"Мемасик с бабками, торгующими видеокартами на колхозном рынке вместо семечек, нашел свое полное подтверждение на сельхозрынке в Иркутске - мне предложили видеочипы и память для самостоятельной сборки.",15.0,8.0,7.0
Предрассудки других не смогут поколебать наши верные убеждения !,13.0,7.0,6.0
В лукавом мире добро хуже зла ...,16.0,7.0,9.0
Яичница - самая холостяцкая еда. Так холостяки находят хоть какое-то применение яйцам.,29.0,7.0,22.0
Радость и мерзость вместе не живут ...,17.0,6.0,11.0
"Разговаривают подруги:- Говорят, на корпоративе ты шокировала всех своим костюмом?- Да, я была в костюме Евы.",24.0,5.0,19.0
"Пришёл я как-то с работы домой, поесть хочется, а ничего не сварено. Открыл холодильник, а там шашлык на тарелке лежит - с праздников остался. Взял, значит, я шашлык, налил стопочку коньячку, поел и знащь, дарагой, какой вкюсный щащлык полючилься, слющай!",35.0,5.0,30.0
Лотерея каждому даёт шанс. Как использовать этот шанс зависит только от вас.,10.0,4.0,6.0
Цвета полежалости,9.0,3.0,6.0
"-Мулла, скажи, а правоверный мусульманин может есть морских свинок?-Только если он не находится в морском плавании.",23.0,3.0,20.0
"Если замороженные активы дают девидеты,то вопрос: где яйца от замороженных куриц ?",28.0,3.0,25.0
Если вы не можете своему сыну или дочке прочитать про подвиг его или ее деда в своем компьютере - значит интернет не для вас обоих.,26.0,3.0,23.0
"Яков Моисеевич показал максимальный уровень IQ, он таки отказался проходить тест бесплатно.",507.0,458.0,49.0
"Когда я зарегистрировался на сайте ""Экстремальный отдых"", то Пенсионный фонд добавил меня в друзья.",313.0,279.0,34.0
"Сначала я возмущался подсчетом голосов на выборах, а потом я посмотрел Евровидение...",395.0,257.0,138.0
"Между умными и глупыми людьми существует своего рода разделение труда: умные стараются не совершать ошибок, дураки - не признавать их.",243.0,212.0,31.0
"- Я, кстати, очень молодо выгляжу. Мне даже алкоголь не продают!- Тебе не продают алкоголь, потому что у тебя денег нет!",224.0,166.0,58.0
"Жена каждый вечер переживает, чтобы со мной ничего хорошего не случилось.",214.0,164.0,50.0
Отдам кота. Приучен к горшку. А также к Цою и к сектору газа.,256.0,120.0,136.0
"- Девушка! Вы мне на ногу наступили. Смотреть надо, куда идете.- Ой, простите, ради бога! Не заметила. Наверное, вы - женаты.",183.0,116.0,67.0
У Альберта Эйнштейна был брат.Франк.Франк Эйнштейн!,284.0,102.0,182.0
"Чего-то я опасаюсь, что после последнего ""конкурса эстрадной песни в ЕС"", слова ""евроремонт"", ""евроокна"", ""евростандарт"" и т.п. станут тоже неприличными.",217.0,97.0,120.0
"- Папа, папа! Меня Федор девственности лишил.- Как, опять?!",204.0,83.0,121.0
А налей! Ты же аналитик.,172.0,81.0,91.0
"Когда оптимиста заталкивают в багажник автомашины, он думает: ""Ага, просто в салоне места не хватило. Наверняка на рыбалку поедем!"" А после того, когда рядом с ним пристраивают лопату, то оптимист утверждается в своём мнении: ""Угадал, на рыбалку! Но сначала заедем червей накопать!"".",188.0,58.0,130.0
"""Художника всякий обидеть может"", - с грустью произнес Казимир Малевич, читая в интернете отзывы на свой ""Черный квадрат"".",139.0,55.0,84.0
Российские генетики пригласили на симпозиум немецких генетчиц!,181.0,54.0,127.0
"Красивые девушки любят, когда им говорят, что они умные, некрасивые - когда говорят, что красивые. Не очень умные и некрасивые любят, когда с ними просто говорят.",142.0,48.0,94.0
"А кто победило на ""Евровидении""?(Мне не для себя, сосед спрашивает)",58.0,43.0,15.0
"Полицейские останавливают прохожего и требуют предъявить паспорт. Он даёт им паспорт, они смотрят, возвращают и говорят:– Все в порядке, гражданин Беляев, можете идти.А он им отвечает:– Да я никакой не Беляев. Я этого Белева убил, а паспорт себе оставил.",290.0,39.0,251.0
"Говорят, что у алкашей получаются самые умные дети.Изо всех сил стараюсь, чтобы мой ребенок вырос гением.",188.0,36.0,152.0
"Да,конечно, я за традиционные ценности. Ложись, пожалуйста, на жертвенный алтарь, мне нужно снискать милость богов.",50.0,35.0,15.0
"Даже, если ты – назло всем – станешь парковать свой Mercedes поперёк, а не вдоль, член у тебя больше не станет.",42.0,34.0,8.0
"С точки зрения растений хищниками являются зайцы, олени и прочие бобры",36.0,30.0,6.0
"Позвонили мошенники. Представились от МТС. Сказали, что с 13 мая поднимают стоимость звонков и смс. Врут, наверное...",34.0,27.0,7.0
Жопа пацана. Неумение пользоваться туалетной бумагой.Рожа пацана. Дебильная.Ум пацана. Отсутствует.,50.0,25.0,25.0
"Паводки губят людей и разрушают дома лишь по той причине, что люди любят строить свои жилища возле воды.",29.0,20.0,9.0
"– Дорогая, с тобой у меня  была самая лучшая ночь в жизни!– Не ночь, а – 2 минуты…",30.0,17.0,13.0
"Муж возвращается из командировки и прямо с порога бац жене по лицу. Из шкафа выскакивает любовник:- Что ты делаешь, негодяй?- Тебя это не касается.",32.0,17.0,15.0
"Главное в творчестве? Чтоб хорошие деньги платили. Ну, чего стесняться-то...© Булат Окуджава",40.0,17.0,23.0
"Людям, которые в детстве мечтали о сапогах-скороходах, грех жаловаться на то, что на улицах появилось слишком много самокатов",26.0,17.0,9.0
"Семинар популярного лайфкоуча неожиданно закончился потасовкой между двумя группами людей, одна из которых стремилась войти в зону комфорта, а другая рвалась выйти из нее",27.0,17.0,10.0
"- Учитель, поведай нам жизненную Мудрость!- Водку и пиво, лопухи, пейте не под настроение, а только под обильную жирную трапезу...",31.0,17.0,14.0
"Объявление в газете:Только в нашем турагентстве вы сможете отдохнуть на 10 тысяч рублей. Незабываемый отдых в экологически чистой деревеньке Кукуево обеспечит опытный экскурсовод баба Нюра. В программу активного отдыха входят колка дров и прополка картошки. Предусмотрено трёхразовое питание с уникальными блюдами народной кухни, сваренными на печке бабой Нюрой.",30.0,16.0,14.0
"МясникиСмело пишите на колбасе и сосисках ""веган френдли""А если у веганов отрастут претензии, парируйте: ""эти сосиски вам что, по морде дали? Нет? Но вот видите - значит очень даже и ""фрэндли""!",32.0,16.0,16.0
"- А ты правда классический управленец? Скажи что-нибудь на классическо-управленческом!- Чё, в экономику еще и деньги надо вкладывать?! Щас! Сами разберетесь как-нибудь на том, чё есть.",25.0,16.0,9.0
"– Вовочка, как называется переход из газообразного состояния в жидкое?— Пердёж-понос.",43.0,15.0,28.0
"Не обязательно произносить длинное ""велосипедист"", ""моноколесист""или ""самокатчик"". Их всех можно объединить в одно емкое ""ПЕДИСТЫ""!!!",33.0,15.0,18.0
"-Фактически все бюджетники получают доплату ""за сложность и напряжённость"". Даже ... Библиотекари! А почему пенсионерам и солдатам срочной службы эту доплату не делают?-С точки зрения властей им живётся легко и не напряжно...",27.0,12.0,15.0
"Деньги при рождении ребёнка надо выплачивать, только если это будет ребёнок требуемой профессии.",23.0,12.0,11.0
"Сначала из анекдотов исчезли интеллигенты, потом - новые русские. Но в жизни все повторяется, пусть и ""на новом витке"", как говорят философы. Поэтому с нетерпением жду появления следующего героя - ""нового русского интеллигента""",25.0,12.0,13.0
"-Может ли умный человек идти один против толпы?-Да, но в обратную сторону...",25.0,12.0,13.0
"Если вам утром не хочется идти на работу, в вечером домой, лучший совет - поменять режим труда и отдыха",21.0,11.0,10.0
"Доктор Ватсон женился. После первой брачной ночи выходит в гостиную к Шерлоку Холмсу, а тот и говорит:- А Ваша супруга совсем ещё не опытная, раз её так испугал кунилингус!Ватсон (изумлённо):- А как Вы об этом узнали, если в нашем доме полная звукоизоляция?!Холмс:- Элементарно, Ватсон! У Вас весь подбородок в говне!",82.0,10.0,72.0
"Отец с маленькой дочкой возвращаются из зоопарка домой. Папа передал малышку маме и побежал в ванную ""руки мыть"".-Доченька, тебе понравилось?- спрашивает мать,- кого из зверюшек ты там видела?-Всех видела,- отвечает ей дочь,- папа меня на плечи себе посадил.-Твой папа молодец- говорит ей мама.-Нет не молодец!- насупилась малышка и показывает руками,- он мне вот такого мишку не купил. Теперь будет знать! Когда мы на слоника смотрели, я папе не сказала, что писять хочу!",44.0,8.0,36.0
Доктор провёл пациенту неудачную операцию теперь доктор не может смотреть пациенту в глаза,21.0,8.0,13.0
"После неудачных попыток вытравить дома тараканов, подал в газету объявление: ""Продам квартиру с тараканами. Куплю без тараканов""",19.0,8.0,11.0
"- Ты давно его знаешь?- Еще с памперсов.- Значит, совсем недавно.",15.0,7.0,8.0
"Плох не тот друг, кто овощ один раз, а тот, кто редиска всегда.",21.0,7.0,14.0
"Оптимисты видят свет в конце тоннеля как знак выхода, реалисты утверждают, что это паровоз, а пессимисты вспоминают, что про этот свет говорят переживание клиническую смерть.",16.0,5.0,11.0
"Охранник Валера, включающий по расписанию каждый день звонки в школе, не знает, что по документам в бухгалтерии он и есть электронный модуль искусственного интеллекта за десять миллионов рублей.",938.0,868.0,70.0
Скандал на конкурсе Евровидение 2024: один из участников оказался скрытым гетеросексуалом.,797.0,606.0,191.0
"У меня есть двое знакомых. Оба работают в КБ. У одного зарплата в районе 35000₽, у другого - 60.Уважаемые знатоки, внимание вопрос:Кто из них инженер в конструкторском бюро, а кто администратор в Красном & Белом?",523.0,429.0,94.0
"- Настроение плохое. Хочется ссориться...- Я сейчас занят, позвоню позже. Ты пока себя накручивай.",363.0,316.0,47.0
Благодаря Интернету местечковый дурачок легко превращается в общероссийского...,290.0,249.0,41.0
"Я американец, и меня тошнит от людей, которые говорят, что Америка — «самая глупая страна в мире».Лично я считаю Европу самой глупой страной в мире.",496.0,248.0,248.0
"Легче управлять нацией, чем воспитывать четверых детей.© Уинстон Черчилль",249.0,194.0,55.0
"- Что вы можете сказать о нашем кино?- Фильмы есть, кино нет.",242.0,193.0,49.0
"В 7 лет я думала, что взрослая.В 14 думала, что я страшная.В 19 всё-таки решила, что красивая.В 25 думала, что дура.А теперь понимаю, что я взрослая... страшно красивая... и далеко не дура...",314.0,174.0,140.0
"- Дорогая, у тебя такие эмоциональные качели, как будто в тебе два человека.- Нет, нас тут больше.",208.0,166.0,42.0
"Человек: *говорит какую-то явную ерунду и что-то мне доказывает*Я в 14-20 лет: *бесюсь, спорю с ним, доказываю свою точку зрения с пеной у рта*Я сейчас: *признаю-ка я его правоту, возможно, отвалит...*",210.0,143.0,67.0
"Сотрудник одесского страхового агентства внимательно смотрит на Мойшу:- Мы считаем очень подозрительным тот факт, что вы неделю назад застраховали свой дом, и уже буквально через два дня он сгорел.- Сам не ожидал, жена так вообще в глубоком обмороке от такого горя.- Вам повезло, что мы порядочная компания, и деловая репутация для нас не пустой звук. Мы выплатим вам страховку полностью, до последней гривны. Вам нужно составить список всех сгоревших в доме вещей.Мойша долго думает и говорит:- Тогда я, пожалуй, и 5 литров бензина в список внесу.",270.0,125.0,145.0
"Вспоминают старики:- Какое в детстве было кино, как Чапаев реку переплывал!- И не говори, а сейчас даже купаться запрещено.",151.0,88.0,63.0
"Идёт мужик по деревне, вдруг видит - его кум развалил свой сортир, стоит в этой яме по пояс в фекалиях и шарит руками,  видно, что-то ищет.- Здравствуй кум! Что это ты по пояс в дерьме делаешь?- Да вот, кум, пошёл я в сортир, только присел, а у меня вставная челюсть и выпала. Прямо в дырку! А вещь дорогая, жалко. Вот ищу теперь...- А почему у тебя, кум, лицо всё дерьмом вымазано?- Да ты знаешь - я уже три челюсти вставные нашёл. Меряю - все не мои!",365.0,87.0,278.0
"- В США умер первый пациент, которому пересадили почку свиньи.- Но сначала умерла свинья.",196.0,70.0,126.0
"Если государство - это организм, то как должно себя чувствовать существо, чья голова обманывает остальное тело, которое, в свою очередь, старается надуть голову?",143.0,68.0,75.0
Давно пора отказаться от наличных денег. Натуральный обмен значительно более перспективный вид отношений.,128.0,54.0,74.0
"Чем более высокую должность в госаппарате занимает чиновник, тем ярче проявляются бизнес-таланты членов его семьи",51.0,49.0,2.0
Вообще-то я - кузнец своего счастья. А дворником работаю для души.,110.0,45.0,65.0
"Гей Вася всегда парковался правильно и включал поворотники, чтобы его не считали пидарасом.",35.0,31.0,4.0
"Женщинам на заметку.Если на вас в подъезде напал насильник, нужно кричать не ""помогите, насилуют !"", а ""пожар !""А чтобы насильник не сбежал до прихода полиции, нужно указать на него и крикнуть : ""А это виновник пожара !""",34.0,31.0,3.0
"Два зека в камере сидят пожизненное. Уже 10 лет отсидели. Ну, один другому говорит:- Слушай, а давай встанем?",243.0,29.0,214.0
"Глубокая борозда легла на лицо старого Коня, но не испортила его.",159.0,25.0,134.0
"Это неправда, что у нас не работают социальные лифты. Просто одних они поднимают вверх, других - опускают вниз, а что касается  большинства, то надолго застревают на одном и том же этаже",25.0,19.0,6.0
"А ви знаете шо :Если кабанчика сбил машиной раввин, то свинина становиться кошерной .А если имам - халяльной .",31.0,16.0,15.0
"Высшее образование даёт возможность нам заработать на хлеб, а самообразование - на икру и масло.",23.0,16.0,7.0
"– Вы, конечно, умная. Сдали все тесты на отлично.Но ни по внешности, ни по росту не видно, что вы умная.Поэтому вы нам не подходите.",23.0,15.0,8.0
5 ноября перед американским народом встанет  вопрос - что является наименьшим злом - давно совершенный  харрасмент бывшего президента или деменция действующего и  коррупционные схемы его сына?,37.0,15.0,22.0
"Самое худшее, когда нужно ждать и не можешь ничего сделать. От этого можно сойти с ума.© Эрих Мария Ремарк",21.0,15.0,6.0
"Старое правило гласит:""не пойман - не вор!"" Новое дополняет: даже если и пойман, тот факт, что пойманный - вор, еще ой как непросто доказать...",17.0,14.0,3.0
"Цены в магазинах, как будто пиздец сошёл с ума.",20.0,14.0,6.0
"Новый Робин Гуд, бывший сотрудник банка, не довольствовался тем, что грабил богатых людей, но вдобавок издевался на ними, возвращая украденные деньги как кредит под высокие проценты",19.0,12.0,7.0
"Раб считает, что свобода - частная воля, делай что хочешь, а я говорю: свобода - это делай, что хочешь, но при этом не мешай окружающим.© Булат Окуджава",23.0,12.0,11.0
У нас позволить купить себе яхту может почти каждый. Они продаются в Детском Мире. Там есть даже яхты на радиоуправлении.,15.0,12.0,3.0
"И вскочил вождь Вандалов на коня.И закричал громко:""Народ! Наш поход на Рим, будут помнить все потомки и наши, и всех народов кто узнает о нём!"" И таки оказался очень сильно прав - теперь статья ""Вандализм"", есть в уголовных кодексах всего Мира.",21.0,12.0,9.0
